id,theme,scenario_id,scenario_text,question_number,question,option_a,option_b,option_c,option_d,correct_answer,feedback_correct,feedback_incorrect
158,Question rafales,,,,8,Valeur normale du pH sanguin artériel?,7.20-7.30,7.30-7.40,7.35-7.45,7.45-7.55,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Le pH artériel normal est 7.35-7.45."
159,Question rafales,,,,9,Valeur normale de la glycémie à jeun?,2-4 mmol/L,3.5-7 mmol/L,6-10 mmol/L,7-11 mmol/L,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La glycémie à jeun normale est de 3.5 à 7 mmol/L."
160,Question rafales,,,,10,Valeur normale du potassium sérique?,2-3 mmol/L,3.5-5 mmol/L,5-7 mmol/L,7-9 mmol/L,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La kaliémie normale est de 3.5 à 5 mmol/L."
161,Question rafales,,,,11,Valeur normale de l’hémoglobine chez la femme adulte?,80-100 g/L,110-140 g/L,140-160 g/L,160-180 g/L,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Hémoglobine femme : 110-140 g/L."
162,Question rafales,,,,12,Valeur normale des leucocytes?,1-4 x10^9/L,4-11 x10^9/L,11-15 x10^9/L,15-20 x10^9/L,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Leucocytes normaux : 4-11 x10^9/L."
163,Question rafales,,,,13,Valeur normale de la créatinine sérique adulte?,10-40 µmol/L,50-100 µmol/L,100-200 µmol/L,>200 µmol/L,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Créatinine normale : 50-100 µmol/L."
164,Question rafales,,,,14,Valeur normale du sodium sérique?,120-130 mmol/L,130-140 mmol/L,135-145 mmol/L,145-155 mmol/L,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Natrémie normale : 135-145 mmol/L."
165,Question rafales,,,,15,Valeur normale du calcium sérique total?,1.0-1.5 mmol/L,1.5-2.0 mmol/L,2.0-2.5 mmol/L,2.5-3.0 mmol/L,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Calcémie totale normale : 2.0-2.5 mmol/L."
166,Question rafales,,,,16,Un soluté de 1000 ml doit être administré en 8 h. Débit en ml/h?,100,120,125,150,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! 1000/8 = 125 ml/h."
167,Question rafales,,,,17,Un soluté de 500 ml doit passer en 4 h. Débit en gouttes/min (20 gtt/ml)?,30,36,40,42,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! 500 ml / 240 min = 2.08 ml/min → 42 gtt/min."
168,Question rafales,,,,18,Un patient doit recevoir 2 mg/kg de morphine. Poids : 70 kg. Dose totale?,100 mg,120 mg,140 mg,160 mg,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! 2 x 70 = 140 mg."
169,Question rafales,,,,19,Un enfant de 20 kg doit recevoir 15 mg/kg d’amoxicilline. Dose totale?,200 mg,250 mg,300 mg,350 mg,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! 20 x 15 = 300 mg → option B corrigée"
170,Question rafales,,,,20,"Un patient doit recevoir 0,5 g de ceftriaxone. Flacon : 1 g/10 ml. Volume à prélever?",2 ml,5 ml,7 ml,10 ml,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! 0.5 g = 5 ml."
171,Question rafales,,,,21,Une infirmière surprend une collègue en train de consulter le dossier d’un patient dont elle n’a pas la charge. Que doit-elle faire?,Ne rien dire,Informer le patient,Signaler selon la procédure interne,Partager l’info avec l’équipe,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! C’est une atteinte à la confidentialité, il faut signaler."
172,Question rafales,,,,22,Un patient refuse un traitement. Quelle est la première action de l’infirmière?,Forcer le traitement,Respecter le refus et informer le médecin,Convaincre le patient,Consigner uniquement,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Respect de l’autonomie, informer le médecin."
173,Question rafales,,,,23,Un étudiant en soins infirmiers administre un médicament sans supervision. Que doit faire l’infirmière responsable?,Ignorer,Consigner,Encadrer et signaler,Punir,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Assurer encadrement et signalement."
174,Question rafales,,,,24,Une infirmière publie une photo d’un patient sur les réseaux sociaux sans consentement. Quelle règle est violée?,Autonomie,Bienfaisance,Confidentialité,Justice,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! C’est une violation de la confidentialité."
175,Question rafales,,,,25,"Si un incident se produit (erreur de médication), que doit faire l’infirmière?",Cacher l’erreur,Informer le médecin et remplir un rapport,Attendre que le patient remarque,Donner un autre médicament,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Transparence et déclaration immédiate."
176,Question rafales,,,,26,Un patient présente une réaction anaphylactique. Première intervention?,Administrer antihistaminique,Donner O2,Administrer adrénaline IM,Installer soluté IV,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Adrénaline IM est prioritaire."
177,Question rafales,,,,27,Un patient inconscient sans respiration. Première action?,Appeler à l’aide et commencer RCR,Donner O2,Installer IV,Prendre TA,A,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! RCR immédiate."
178,Question rafales,,,,28,Un patient présente une hypoglycémie sévère (glycémie 2 mmol/L). Intervention prioritaire?,Administrer glucagon IM,Donner insuline,Installer perfusion NaCl,Observer,A,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Glucagon IM ou glucose IV."
179,Question rafales,,,,29,Un patient fait une crise d’épilepsie. Première intervention?,Maintenir les voies respiratoires et sécurité,Immobiliser,Donner médicament oral,Noter la durée après la crise,A,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Protéger et maintenir VA."
180,Question rafales,,,,30,Un patient se plaint de douleur thoracique soudaine. Intervention prioritaire?,Donner analgésique,Donner O2 et surveiller,"Informer médecin, ECG rapide",Attendre voir si ça passe,C,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! ECG rapide + informer médecin."
